year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2023,3,3,23/05/15,False,21787,,-6184,-6462,-152.5,
2023,3,12,22/10/03,True,,,4400,84000,,50.0
2023,3,12,23/05/15,False,74648,,5237,81806,1930.5,50.0
2023,6,3,23/08/10,False,23902,,6287,4520,92.4,
2023,9,3,23/11/13,False,20149,,1338,971,19.8,
2023,12,3,24/02/13,False,22327,,3236,2215,45.2,
2024,3,3,24/05/14,False,22309,,1723,589,12.0,
2024,3,12,23/05/15,True,,,8000,5600,114.3,100.0
2024,3,12,24/04/03,True,,,11000,7500,153.2,100
2024,3,12,24/05/14,False,88687,,12584,8295,169.4,100
2024,6,3,24/08/14,False,24081,6934,6934,5003,102.1,
2024,9,3,24/11/12,False,23325,,3063,2131,43.5,
2025,3,12,24/05/14,True,,,4500,1000,20.4,100
2025,3,12,24/11/12,True,,,9200,5100,103.9,100
