year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2018,12,12,,False,10229,,1332,880,45.4,0.5
2019,12,12,,False,11170,,1194,763,38.5,0.5
2020,12,12,,False,9509,,661,724,36.2,0.5
2021,12,12,,False,17403,1847,2063,1695,84.8,0.5
2022,12,12,,False,24890,4604,4783,3908,195.6,0.5
2023,3,3,,False,6214,1113,1113,861,46.4,
2023,6,3,,False,6396,1043,1174,957,51.6,
2023,9,3,23/11/14,False,7689,1085,1082,789,42.5,
2023,12,3,24/02/14,False,8426,1057,992,824,43.3,
2023,12,12,23/10/03,True,27147,5236,5267,4075,,0.0
2023,12,12,24/01/29,True,28600,4250,4300,3400,,60.0
2023,12,12,24/02/14,False,28725,4298,4361,3431,180.1,60.0
2024,3,3,24/05/15,False,5777,486,596,481,23.5,
2024,6,3,24/08/09,False,8944,1144,1148,909,44.4,
2024,9,3,24/11/14,False,8680,1287,1293,1054,51.4,
2024,12,12,24/02/14,True,33417,4434,4577,3660,178.5,70.0
