year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2017,11,12,,False,10010,,252,268,134.1,0.0
2018,11,12,,False,13406,,-8,238,25.1,0.0
2019,11,12,,False,16453,,1187,658,32.9,0.0
2020,11,12,,False,17301,688,718,424,21.2,0.0
2021,11,12,,False,20919,1735,1814,1224,61.2,0.0
2022,8,3,22/10/14,False,6536,1226,1228,785,39.3,
2022,11,3,23/01/13,False,6866,559,543,404,19.6,
2022,11,12,22/09/22,True,24048,3328,3348,2008,,0.0
2022,11,12,22/10/14,True,25108,3634,3636,2254,,0.0
2022,11,12,23/01/13,False,25605,3824,3813,2366,115.0,0.0
2023,2,3,23/04/14,False,7355,1448,1486,914,39.8,
2023,5,3,23/07/14,False,7221,1246,1291,795,34.6,
2023,8,3,23/10/11,False,8338,1885,1912,1451,63.1,
2023,11,3,24/01/15,False,7645,975,919,793,34.5,
2023,11,12,23/01/13,True,29397,4413,4435,2749,,0.0
2023,11,12,23/04/14,True,29397,4413,4435,2749,,50.0
2023,11,12,23/07/14,True,29973,5510,5558,3779,,75.0
2023,11,12,23/08/22,True,29973,5510,5558,3779,,90.0
2023,11,12,24/01/15,False,30559,5554,5608,3953,171.7,90.0
2024,2,3,24/04/15,False,8332,1362,1394,938,40.6,
2024,5,3,24/07/16,False,8808,1325,1357,913,39.5,
2024,8,3,24/10/15,False,9842,1751,1902,1275,55.3,
2024,11,3,25/01/14,False,8635,892,840,777,33.8,
2024,11,12,24/01/15,True,35627,6725,6688,4548,197.2,90.0
2024,11,12,24/04/15,True,35627,6725,6688,4548,197.2,92
2024,11,12,24/10/15,True,35627,6009,6171,4143,182.1,92
2024,11,12,25/01/14,False,35617,5330,5493,3903,169.9,92
2025,11,12,25/01/14,True,40232,6130,6145,4041,176.5,94
