year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,12,12,,False,57,,-2696,-2698,-51.9,0
2021,12,12,,False,52,,-2460,-2465,-44.9,0
2022,12,12,,False,492,-4290,-4340,-6272,-88.4,0
2023,12,12,,False,1386,-1795,-1951,-1520,-20.6,0
2024,3,3,,False,512,-355,-396,-398,-5.4,
2024,6,3,,False,525,-811,-866,-868,-11.1,
2024,9,3,,False,571,-803,-928,-923,-11.4,
2024,12,12,24/12/19,True,2283,-2990,-3465,-3471,-32.1,0
