date,open,high,low,close,volume,rs_nikkei,rs_topix
2024/01/11,1200.0,1200.0,1200.0,1200.0,100,-1.0,-1.0
2024/01/12,,,,,0,-1.0,-1.0
2024/01/15,,,,,0,-1.0,-1.0
2024/01/16,,,,,0,-1.0,-1.0
2024/01/17,,,,,0,-1.0,-1.0
2024/01/18,,,,,0,-1.0,-1.0
2024/01/19,,,,,0,-1.0,-1.0
2024/01/22,,,,,0,-1.0,-1.0
2024/01/23,,,,,0,-1.0,-1.0
2024/01/24,,,,,0,-1.0,-1.0
2024/01/25,,,,,0,-1.0,-1.0
2024/01/26,,,,,0,-1.0,-1.0
2024/01/29,,,,,0,-1.0,-1.0
2024/01/30,,,,,0,-1.0,-1.0
2024/01/31,,,,,0,-1.0,-1.0
2024/02/01,,,,,0,-1.0,-1.0
2024/02/02,,,,,0,-1.0,-1.0
2024/02/05,,,,,0,-1.0,-1.0
2024/02/06,,,,,0,-1.0,-1.0
2024/02/07,,,,,0,-1.0,-1.0
2024/02/08,,,,,0,-1.0,-1.0
2024/02/09,,,,,0,-1.0,-1.0
2024/02/13,,,,,0,-1.0,-1.0
2024/02/14,,,,,0,-1.0,-1.0
2024/02/15,,,,,0,-1.0,-1.0
2024/02/16,,,,,0,-1.0,-1.0
2024/02/19,,,,,0,-1.0,-1.0
2024/02/20,,,,,0,-1.0,-1.0
2024/02/21,,,,,0,-1.0,-1.0
2024/02/22,,,,,0,-1.0,-1.0
2024/02/26,,,,,0,-1.0,-1.0
2024/02/27,,,,,0,-1.0,-1.0
2024/02/28,,,,,0,-1.0,-1.0
2024/02/29,,,,,0,-1.0,-1.0
2024/03/01,,,,,0,-1.0,-1.0
2024/03/04,,,,,0,-1.0,-1.0
2024/03/05,,,,,0,-1.0,-1.0
2024/03/06,,,,,0,-1.0,-1.0
2024/03/07,,,,,0,-1.0,-1.0
2024/03/08,,,,,0,-1.0,-1.0
2024/03/11,,,,,0,-1.0,-1.0
2024/03/12,,,,,0,-1.0,-1.0
2024/03/13,,,,,0,-1.0,-1.0
2024/03/14,,,,,0,-1.0,-1.0
2024/03/15,,,,,0,-1.0,-1.0
2024/03/18,,,,,0,-1.0,-1.0
2024/03/19,,,,,0,-1.0,-1.0
2024/03/21,,,,,0,-1.0,-1.0
2024/03/22,,,,,0,-1.0,-1.0
2024/03/25,,,,,0,-1.0,-1.0
